Dim.1
quanti
   ;correlation;p.value;
Surfhab=Surfhab_85;-0.1629;0;
Surfhab=Surfhab_84;-0.2652;0;
Surfhab=Surfhab_80;-0.1542;0;
Surfhab=Surfhab_76;-0.6232;0;
Surfhab=Surfhab_73;-0.3495;0;
Surfhab=Surfhab_68;-0.1457;0;
Surfhab=Surfhab_65;-0.3184;0;
Surfhab=Surfhab_59;-1.3748;0;
Surfhab=Surfhab_55;-0.2352;0;
Surfhab=Surfhab_49;-0.2655;0;
Surfhab=Surfhab_37;-0.6737;0;
Surfhab=Surfhab_21;-1.7278;0;
Surfhab=Surfhab_19;-2.5064;0;
Nbphab=Nbphab_6;-0.1765;0;
Nbphab=Nbphab_5;-0.2715;0;
Nbphab=Nbphab_4;-0.2938;0;
Nbphab=Nbphab_3;-0.1611;0;
Nbphab=Nbphab_2;-0.2754;0;
Nbrs=Nbrs_1;-0.4746;0;
Nbrs=Nbrs_0;-0.549;0;
TAU=TAU_9;-0.1196;0;
TAU=TAU_4;-0.1626;0;
CATAEU=CATAEU_212;-0.5959;0;
CATAEU=CATAEU_112;-0.0307;0;
TUU=TUU_6;-0.0907;0;
TYPLOG=TYPLOG_7;-1.3474;0;
TYPVOIS=TYPVOIS_5;-0.2024;0;
CSP8PR=CSP8PR_8;-0.1361;0;
CSP8PR=CSP8PR_7;-0.0736;0;
CSP8PR=CSP8PR_1;-0.2949;0;
CS42PR=CS42PR_84;-1.2382;0;
CS42PR=CS42PR_75;-0.3402;0;
CS42PR=CS42PR_45;-0.4428;0;
CS42PR=CS42PR_42;-0.2554;0;
CS42PR=CS42PR_13;-0.4833;0;
AGEPR=AGEPR_90;-0.5205;0;
AGEPR=AGEPR_89;-0.4814;0;
AGEPR=AGEPR_81;-0.2473;0;
AGEPR=AGEPR_79;-0.2151;0;
AGEPR=AGEPR_77;-0.3437;0;
AGEPR=AGEPR_73;-0.1706;0;
AGEPR=AGEPR_72;-0.1695;0;
AGEPR=AGEPR_71;-0.4723;0;
AGEPR=AGEPR_70;-0.3347;0;
AGEPR=AGEPR_67;-0.1626;0;
AGEPR=AGEPR_65;-0.1913;0;
AGEPR=AGEPR_62;-0.1191;0;
AGEPR=AGEPR_58;-0.372;0;
AGEPR=AGEPR_56;-0.2237;0;
AGEPR=AGEPR_55;-0.3749;0;
AGEPR=AGEPR_53;-0.4347;0;
AGEPR=AGEPR_29;-0.2911;0;
AGEPR=AGEPR_28;-0.2676;0;
AGEPR=AGEPR_27;-0.3002;0;
AGEPR=AGEPR_23;-0.1998;0;
AGEPR=AGEPR_20;-1.397;0;
AGEPR=AGEPR_18;-0.851;0;
AGEPR=AGEPR_17;-1.3674;0;
SEXEPR=SEXEPR_1;-0.0395;0;
TYPMEN5=TYPMEN5_5;-0.3289;0;
TYPMEN5=TYPMEN5_3;-0.1788;0;
NENFACT=NENFACT_3;-0.2943;0;
NENFACT=NENFACT_2;-0.1894;0;
NACTIFS=NACTIFS_4;-0.5232;0;
NENFANTS=NENFANTS_4;-0.0891;0;
NENFANTS=NENFANTS_3;-0.3598;0;
NENFANTS=NENFANTS_1;-0.6442;0;
NENFANTS=NENFANTS_0;-0.612;0;
NCOUPLES=NCOUPLES_1;-0.1255;0;
NPERS=NPERS_5;-0.0735;0;
NPERS=NPERS_3;-0.3411;0;
NPERS=NPERS_2;-0.5106;0;
NPERS=NPERS_1;-0.1267;0;
DNIVIE2=DNIVIE2_10;-0.0601;0;
DNIVIE2=DNIVIE2_9;-0.1572;0;
DNIVIE2=DNIVIE2_8;-0.2006;0;
DNIVIE2=DNIVIE2_6;-0.0992;0;
QNIVIE2=QNIVIE2_5;-0.1083;0;
QNIVIE2=QNIVIE2_4;-0.0986;0;
QNIVIE2=QNIVIE2_3;-0.052;0;
decile.uc=decile.uc_10;-0.0686;0;
decile.uc=decile.uc_9;-0.1097;0;
decile.uc=decile.uc_8;-0.2077;0;
decile.uc=decile.uc_6;-0.1307;0;
DECTYPO_2010=DECTYPO_2010_D0_9;-0.1097;0;
DECTYPO_2010=DECTYPO_2010_D0_8;-0.2077;0;
DECTYPO_2010=DECTYPO_2010_D0_6;-0.1307;0;
DECTYPO_2010=DECTYPO_2010_D_10;-0.0686;0;
DECTYPO_2017=DECTYPO_2017_D0_9;-0.1097;0;
DECTYPO_2017=DECTYPO_2017_D0_8;-0.2077;0;
DECTYPO_2017=DECTYPO_2017_D0_6;-0.1307;0;
DECTYPO_2017=DECTYPO_2017_D_10;-0.0686;0;
typo2010.acp.2017=typo2010.acp.2017_3;-0.1109;0;
typo.2.4.2017=typo.2.4.2017_3;-0.0905;0;
pauvrete.60=pauvrete.60_0;-0.083;0;
pauvreté.50=pauvreté.50_0;-0.0862;0;

Dim.10
quanti
   ;correlation;p.value;
pondmen;0.0446;0;
pondmen.cs24.NPERS_84;0.0435;0;
pondmen.cs24_84;0.0434;0;
NIVIE;0.0349;0;
redispuc;0.0349;0;
revlibdispuc;0.0339;0;
C07;0.0311;0;
revtotuc;0.0307;0;
REVPAT;0.0304;0;
revtotlibuc;0.03;0;
w.enerdir;0.0257;0;
w.enerdomtot;0.0192;0;
television;0.019;0;
C14;0.019;0;
w.carbu;0.0165;0;
C08;0.0163;0;
commo;0.0163;0;
RETRAITES;0.0161;0;
w.depreng;0.0158;0;
REVSOC;0.0125;0;
enerdir;0.012;0;
revlibdisp;0.0117;0;
revdiv;0.0116;0;
carburant;0.0111;0;
REVDISP;0.0108;0;
revtotlib;0.0103;0;
REVTOT;0.0095;0;
assurances;0.0086;0;
Rmini_I;0.0083;0;
enerdom;0.0065;0;
cantines;0.0015;0.005;
w.log.non.ener;0.0014;0.0093;
depreng;-0.002;1e-04;
TAXHAB_M;-0.0051;0;
CHOMAGE;-0.0065;0;
w.depenerpreng;-0.0082;0;
C04;-0.0092;0;
deplogtot;-0.0092;0;
w.enerdircontr;-0.0108;0;
log.non.ener;-0.0108;0;
revaide;-0.0171;0;
REVEXC;-0.0189;0;
C09;-0.0268;0;
COEFFUC;-0.029;0;
C13;-0.0316;0;
C10;-0.0335;0;
PREST_FAM_TOT;-0.0337;0;
REV700;-0.0348;0;
C12;-0.0352;0;
deptot;-0.0364;0;
C05;-0.0381;0;
ctot113;-0.0409;0;
C02;-0.0411;0;
REV702;-0.0435;0;
C01;-0.0451;0;
C11;-0.0454;0;
C03;-0.0491;0;
C06;-0.0505;0;

quali
   ;R2;p.value;
typo.2.4.2017;0.0023;0;
typo2010.acp.2017;0.001;0;
DECTYPO_2017;0.0031;0;
DECTYPO_2010;0.0031;0;
decile.uc;0.0031;0;
QNIVIE2;0.002;0;
DNIVIE2;0.006;0;
NPERS;0.0023;0;
NCOUPLES;0.0026;0;
NENFANTS;0.0019;0;
NACTIFS;0.0016;0;
NENFACT;0.002;0;
TYPMEN5;0.0023;0;
AGEPR;0.0687;0;
CS42PR;0.0258;0;
CSP8PR;0.0051;0;
TYPVOIS;0.0018;0;
TYPLOG;0.0083;0;
TUU;0.0037;0;
CATAEU;0.0059;0;
TAU;0.008;0;
Nbrs;0.0054;0;
Nbphab;0.0128;0;
Surfhab;0.1341;0;
Htl;0.0077;0;
Ancons;0.0162;0;
CONFORT1;7e-04;0;
CONFORT6;8e-04;0;
CONFORT.MOY;0.0041;0;
Stalog;0.0012;0;
stalog4;0.0012;0;
Patrib;0.0127;0;
Varia;0.0159;0;
Varib;0.0054;0;
Varic;0.0063;0;
Varif;0.0097;0;
Chomagea;0.0049;0;
Chomageb;0.0079;0;
Chomagec;0.006;0;
Aise;0.0085;0;
Contfin;0.0059;0;
Espoira;0.0099;0;
Espoirb;0.0136;0;
Niveau;0.006;0;
CONFORT3;2e-04;0;
SEXEPR;2e-04;0;
CONFORT5;1e-04;0;
CONFORT7;1e-04;0;
pauvrete.60;1e-04;0;
CONFORT4;0;0;
CONFORT8;0;0;
vehic;0;0;
pauvreté.50;0;0;
Existrs;0;0;

category
   ;Estimate;p.value;
Niveau=Niveau_5;3e-04;0;
Niveau=Niveau_3;6e-04;0;
Espoirb=Espoirb_11;4e-04;0;
Espoirb=Espoirb_10;5e-04;0;
Espoirb=Espoirb_9;1e-04;0;
Espoirb=Espoirb_7;1e-04;0;
Espoirb=Espoirb_5;6e-04;0;
Espoirb=Espoirb_3;4e-04;0;
Espoirb=Espoirb_2;5e-04;0;
Espoira=Espoira_11;2e-04;0;
Espoira=Espoira_8;0;0;
Espoira=Espoira_7;4e-04;0;
Espoira=Espoira_5;6e-04;0;
Espoira=Espoira_4;5e-04;0;
Espoira=Espoira_2;0;0;
Contfin=Contfin_8;0.0023;0;
Contfin=Contfin_3;3e-04;0;
Contfin=Contfin_1;4e-04;0;
Aise=Aise_4;3e-04;0;
Aise=Aise_3;4e-04;0;
Aise=Aise_2;7e-04;0;
Chomagec=Chomagec_99;6e-04;0;
Chomagec=Chomagec_9;0;0;
Chomagec=Chomagec_4;9e-04;0;
Chomageb=Chomageb_5;2e-04;0;
Chomageb=Chomageb_2;6e-04;0;
Chomageb=Chomageb_1;9e-04;0;
Chomagea=Chomagea_4;8e-04;0;
Varif=Varif_9;3e-04;0;
Varif=Varif_5;7e-04;0;
Varif=Varif_3;6e-04;0;
Varif=Varif_2;3e-04;0;
Varic=Varic_6;2e-04;0;
Varic=Varic_5;3e-04;0;
Varic=Varic_4;5e-04;0;
Varic=Varic_3;5e-04;0;
Varic=Varic_2;3e-04;0;
Varib=Varib_5;5e-04;0;
Varia=Varia_9;0.0031;0;
Varia=Varia_2;0.0013;0;
Varia=Varia_1;0.0015;0;
Patrib=Patrib_99;3e-04;0;
Patrib=Patrib_11;5e-04;0;
Patrib=Patrib_3;5e-04;0;
Patrib=Patrib_1;0;0;
CONFORT.MOY=CONFORT.MOY_2;0.0025;0;
CONFORT6=CONFORT6_1;1e-04;0;
CONFORT1=CONFORT1_0;2e-04;0;
Ancons=Ancons_99;6e-04;0;
Ancons=Ancons_8;0;0;
Ancons=Ancons_7;4e-04;0;
Ancons=Ancons_6;2e-04;0;
Ancons=Ancons_5;1e-04;0;
Ancons=Ancons_4;0;0;
Ancons=Ancons_3;6e-04;0;
Ancons=Ancons_2;0;0;
Ancons=Ancons_1;4e-04;0;
Htl=Htl_5;0.0017;0;
Htl=Htl_3;0.0026;0;
Surfhab=Surfhab_390;0.0025;0;
Surfhab=Surfhab_300;0.0014;0;
Surfhab=Surfhab_218;0.0027;0;
Surfhab=Surfhab_165;0.0016;0;
Surfhab=Surfhab_164;0.0024;0;
Surfhab=Surfhab_149;0.0029;0;
Surfhab=Surfhab_143;0.0027;0;
Surfhab=Surfhab_135;0.0012;0;
Surfhab=Surfhab_127;0.0019;0;
Surfhab=Surfhab_122;0.0015;0;
Surfhab=Surfhab_119;0.0026;0;
Surfhab=Surfhab_117;0.001;0;
Surfhab=Surfhab_115;7e-04;0;
Surfhab=Surfhab_113;0.0022;0;
Surfhab=Surfhab_111;0.003;0;
Surfhab=Surfhab_110;3e-04;0;
Surfhab=Surfhab_107;0.0022;0;
Surfhab=Surfhab_106;0.0021;0;
Surfhab=Surfhab_104;8e-04;0;
Surfhab=Surfhab_102;0.0031;0;
Surfhab=Surfhab_100;2e-04;0;
Surfhab=Surfhab_98;8e-04;0;
Surfhab=Surfhab_94;0.0013;0;
Surfhab=Surfhab_93;0.0017;0;
Surfhab=Surfhab_87;6e-04;0;
Surfhab=Surfhab_86;6e-04;0;
Surfhab=Surfhab_83;6e-04;0;
Surfhab=Surfhab_79;6e-04;0;
Surfhab=Surfhab_74;0.0015;0;
Surfhab=Surfhab_73;0.0019;0;
Surfhab=Surfhab_71;9e-04;0;
Surfhab=Surfhab_60;0.001;0;
Surfhab=Surfhab_54;0.0012;0;
Surfhab=Surfhab_53;0.0016;0;
Surfhab=Surfhab_48;5e-04;0;
Surfhab=Surfhab_37;0.0014;0;
Surfhab=Surfhab_35;5e-04;0;
Surfhab=Surfhab_33;0.0011;0;
Surfhab=Surfhab_25;0.0029;0;
Surfhab=Surfhab_21;0.0031;0;
Nbphab=Nbphab_9;0.0012;0;
Nbphab=Nbphab_8;0;0;
Nbphab=Nbphab_7;2e-04;0;
Nbphab=Nbphab_6;8e-04;0;
Nbphab=Nbphab_5;7e-04;0;
Nbphab=Nbphab_1;2e-04;0;
Nbrs=Nbrs_3;0.0015;0;
Nbrs=Nbrs_2;8e-04;0;
Nbrs=Nbrs_0;4e-04;0;
TAU=TAU_8;0;0;
TAU=TAU_6;5e-04;0;
TAU=TAU_0;3e-04;0;
CATAEU=CATAEU_400;4e-04;0;
CATAEU=CATAEU_120;2e-04;0;
TUU=TUU_5;3e-04;0;
TUU=TUU_1;2e-04;0;
TYPLOG=TYPLOG_7;0.0017;0;
TYPLOG=TYPLOG_3;5e-04;0;
TYPLOG=TYPLOG_2;0;0;
TYPVOIS=TYPVOIS_1;1e-04;0;
CSP8PR=CSP8PR_8;3e-04;0;
CSP8PR=CSP8PR_5;2e-04;0;
CS42PR=CS42PR_86;5e-04;0;
CS42PR=CS42PR_85;4e-04;0;
CS42PR=CS42PR_69;0.0027;0;
CS42PR=CS42PR_56;3e-04;0;
CS42PR=CS42PR_55;5e-04;0;
CS42PR=CS42PR_54;3e-04;0;
CS42PR=CS42PR_31;3e-04;0;
CS42PR=CS42PR_22;6e-04;0;
AGEPR=AGEPR_82;7e-04;0;
AGEPR=AGEPR_81;0.0012;0;
AGEPR=AGEPR_80;0.0013;0;
AGEPR=AGEPR_79;5e-04;0;
AGEPR=AGEPR_77;5e-04;0;
AGEPR=AGEPR_72;4e-04;0;
AGEPR=AGEPR_66;4e-04;0;
AGEPR=AGEPR_64;9e-04;0;
AGEPR=AGEPR_58;4e-04;0;
AGEPR=AGEPR_50;3e-04;0;
AGEPR=AGEPR_48;5e-04;0;
AGEPR=AGEPR_46;5e-04;0;
AGEPR=AGEPR_39;5e-04;0;
AGEPR=AGEPR_33;8e-04;0;
AGEPR=AGEPR_26;9e-04;0;
AGEPR=AGEPR_25;0.0016;0;
AGEPR=AGEPR_23;0.0011;0;
TYPMEN5=TYPMEN5_5;2e-04;0;
TYPMEN5=TYPMEN5_2;1e-04;0;
NENFACT=NENFACT_3;0.0015;0;
NACTIFS=NACTIFS_4;6e-04;0;
NENFANTS=NENFANTS_1;2e-04;0;
NCOUPLES=NCOUPLES_2;0.001;0;
NPERS=NPERS_4;1e-04;0;
NPERS=NPERS_2;3e-04;0;
DNIVIE2=DNIVIE2_10;2e-04;0;
DNIVIE2=DNIVIE2_6;3e-04;0;
QNIVIE2=QNIVIE2_5;1e-04;0;
decile.uc=decile.uc_10;2e-04;0;
DECTYPO_2010=DECTYPO_2010_D_10;2e-04;0;
DECTYPO_2017=DECTYPO_2017_D_10;2e-04;0;
typo2010.acp.2017=typo2010.acp.2017_2;1e-04;0;
typo.2.4.2017=typo.2.4.2017_2;2e-04;0;
AGEPR=AGEPR_76;4e-04;0;
Varic=Varic_9;9e-04;0;
Varib=Varib_3;6e-04;0;
Surfhab=Surfhab_230;0.0011;0;
Surfhab=Surfhab_109;8e-04;0;
AGEPR=AGEPR_47;3e-04;0;
Surfhab=Surfhab_90;1e-04;0;
decile.uc=decile.uc_6;1e-04;0;
DECTYPO_2010=DECTYPO_2010_D0_6;1e-04;0;
DECTYPO_2017=DECTYPO_2017_D0_6;1e-04;0;
Varib=Varib_2;5e-04;0;
Surfhab=Surfhab_150;2e-04;0;
AGEPR=AGEPR_84;4e-04;0;
Varif=Varif_4;6e-04;0;
AGEPR=AGEPR_83;4e-04;0;
Espoirb=Espoirb_4;4e-04;0;
CS42PR=CS42PR_37;1e-04;0;
Espoira=Espoira_9;2e-04;0;
typo2010.acp.2017=typo2010.acp.2017_1;0;0;
Surfhab=Surfhab_200;2e-04;0;
stalog4=stalog4_2;1e-04;0;
Stalog=Stalog_2;2e-04;0;
CS42PR=CS42PR_53;2e-04;0;
Nbrs=Nbrs_1;5e-04;0;
Nbphab=Nbphab_3;5e-04;0;
NPERS=NPERS_5;1e-04;0;
Surfhab=Surfhab_210;5e-04;0;
TAU=TAU_1;2e-04;0;
AGEPR=AGEPR_32;3e-04;0;
AGEPR=AGEPR_42;2e-04;0;
Aise=Aise_1;4e-04;0;
TAU=TAU_9;1e-04;0;
CS42PR=CS42PR_65;2e-04;0;
Patrib=Patrib_12;3e-04;0;
NENFANTS=NENFANTS_2;0;0;
Surfhab=Surfhab_46;3e-04;0;
Espoirb=Espoirb_99;1e-04;0;
CATAEU=CATAEU_212;3e-04;0;
Patrib=Patrib_4;3e-04;0;
CONFORT3=CONFORT3_1;1e-04;0;
SEXEPR=SEXEPR_2;0;0;
Ancons=Ancons_9;2e-04;0;
decile.uc=decile.uc_1;1e-04;0;
DECTYPO_2010=DECTYPO_2010_D0_1;1e-04;0;
DECTYPO_2017=DECTYPO_2017_D0_1;1e-04;0;
TUU=TUU_4;1e-04;0;
Surfhab=Surfhab_50;1e-04;0;
Patrib=Patrib_15;3e-04;0;
CS42PR=CS42PR_47;1e-04;0;
DNIVIE2=DNIVIE2_9;1e-04;0;
AGEPR=AGEPR_60;2e-04;0;
Chomagea=Chomagea_5;6e-04;0;
Patrib=Patrib_5;3e-04;0;
Nbphab=Nbphab_2;7e-04;0;
Varib=Varib_4;6e-04;0;
Chomagec=Chomagec_1;5e-04;0;
AGEPR=AGEPR_65;2e-04;0;
Espoira=Espoira_1;2e-04;0;
Patrib=Patrib_98;3e-04;0;
Chomagec=Chomagec_3;5e-04;0;
CONFORT5=CONFORT5_1;0;0;
Aise=Aise_5;6e-04;0;
CONFORT7=CONFORT7_1;0;0;
DNIVIE2=DNIVIE2_3;1e-04;0;
CS42PR=CS42PR_75;1e-04;0;
Patrib=Patrib_6;1e-04;0;
Surfhab=Surfhab_220;3e-04;0;
Varic=Varic_1;4e-04;0;
Chomagea=Chomagea_3;4e-04;0;
Chomageb=Chomageb_99;8e-04;0;
pauvrete.60=pauvrete.60_1;0;0;
AGEPR=AGEPR_61;2e-04;0;
NENFANTS=NENFANTS_0;1e-04;0;
CSP8PR=CSP8PR_2;0;0;
CONFORT.MOY=CONFORT.MOY_3;2e-04;0;
Patrib=Patrib_2;1e-04;0;
Niveau=Niveau_1;3e-04;0;
QNIVIE2=QNIVIE2_3;0;0;
AGEPR=AGEPR_22;2e-04;0;
Chomagea=Chomagea_1;4e-04;0;
CS42PR=CS42PR_72;1e-04;0;
AGEPR=AGEPR_20;2e-04;0;
NPERS=NPERS_1;2e-04;0;
Ancons=Ancons_10;6e-04;0;
CATAEU=CATAEU_221;0;0;
NPERS=NPERS_3;2e-04;0;
stalog4=stalog4_3;1e-04;0;
AGEPR=AGEPR_88;4e-04;0;
Espoira=Espoira_99;2e-04;0;
Surfhab=Surfhab_39;2e-04;0;
Chomagea=Chomagea_2;3e-04;0;
Surfhab=Surfhab_89;2e-04;0;
Chomagea=Chomagea_9;2e-04;0;
decile.uc=decile.uc_9;0;0;
DECTYPO_2010=DECTYPO_2010_D0_9;0;0;
DECTYPO_2017=DECTYPO_2017_D0_9;0;0;
Varib=Varib_1;7e-04;0;
Stalog=Stalog_4;1e-04;0;
AGEPR=AGEPR_31;1e-04;0;
Espoirb=Espoirb_8;3e-04;0;
CONFORT4=CONFORT4_1;0;0;
Surfhab=Surfhab_55;0;0;
Surfhab=Surfhab_22;3e-04;0;
CONFORT8=CONFORT8_1;2e-04;0;
Surfhab=Surfhab_10;3e-04;0;
vehic=vehic_1;0;0;
QNIVIE2=QNIVIE2_2;0;0;
Nbphab=Nbphab_4;6e-04;0;
Espoira=Espoira_6;3e-04;0;
Chomageb=Chomageb_3;8e-04;0;
AGEPR=AGEPR_44;1e-04;0;
Aise=Aise_8;1e-04;0;
Surfhab=Surfhab_81;3e-04;0;
Surfhab=Surfhab_58;1e-04;0;
Surfhab=Surfhab_999;0;0;
Varif=Varif_1;5e-04;0;
Surfhab=Surfhab_62;1e-04;0;
Surfhab=Surfhab_132;3e-04;0;
Espoirb=Espoirb_12;2e-04;0;
Surfhab=Surfhab_112;3e-04;0;
AGEPR=AGEPR_53;0;0;
Surfhab=Surfhab_160;0;0;
Niveau=Niveau_6;4e-04;0;
Surfhab=Surfhab_70;0;0;
Surfhab=Surfhab_41;1e-04;0;
CATAEU=CATAEU_211;0;0;
AGEPR=AGEPR_49;0;0;
CSP8PR=CSP8PR_99;1e-04;0;
CS42PR=CS42PR_99;1e-04;0;
stalog4=stalog4_1;1e-04;0;
Stalog=Stalog_1;1e-04;0;
decile.uc=decile.uc_4;0;0;
DECTYPO_2010=DECTYPO_2010_D0_4;0;0;
DECTYPO_2017=DECTYPO_2017_D0_4;0;0;
Patrib=Patrib_10;2e-04;0;
Surfhab=Surfhab_30;0;0;
AGEPR=AGEPR_73;1e-04;0;
AGEPR=AGEPR_19;2e-04;0;
NPERS=NPERS_6;1e-04;0;
Niveau=Niveau_9;4e-04;0;
AGEPR=AGEPR_41;1e-04;0;
CS42PR=CS42PR_52;0;0;
TYPVOIS=TYPVOIS_2;0;0;
CS42PR=CS42PR_43;0;0;
pauvreté.50=pauvreté.50_1;0;0;
Existrs=Existrs_1;0;0;
AGEPR=AGEPR_55;1e-04;0;
AGEPR=AGEPR_56;1e-04;0;
AGEPR=AGEPR_27;1e-04;0;
Patrib=Patrib_14;2e-04;0;
Surfhab=Surfhab_40;0;0;
Aise=Aise_9;4e-04;0;
Niveau=Niveau_2;5e-04;0;
CSP8PR=CSP8PR_0;2e-04;0;
CS42PR=CS42PR_0;2e-04;0;
Chomageb=Chomageb_4;7e-04;0;
Espoira=Espoira_10;3e-04;0;
Niveau=Niveau_4;5e-04;0;
DNIVIE2=DNIVIE2_7;0;1e-04;
NENFANTS=NENFANTS_6;2e-04;9e-04;
NPERS=NPERS_8;3e-04;9e-04;
Espoira=Espoira_3;3e-04;0.0075;
Surfhab=Surfhab_36;0;0.0092;
Surfhab=Surfhab_108;-1e-04;0.0081;
NENFANTS=NENFANTS_5;0;8e-04;
Surfhab=Surfhab_136;-1e-04;3e-04;
TAU=TAU_5;-2e-04;3e-04;
Surfhab=Surfhab_156;-2e-04;1e-04;
CS42PR=CS42PR_64;0;0;
DNIVIE2=DNIVIE2_1;0;0;
Surfhab=Surfhab_16;-2e-04;0;
Surfhab=Surfhab_260;-1e-04;0;
DNIVIE2=DNIVIE2_4;0;0;
Existrs=Existrs_2;0;0;
CS42PR=CS42PR_71;-1e-04;0;
Surfhab=Surfhab_77;-2e-04;0;
pauvreté.50=pauvreté.50_0;0;0;
Surfhab=Surfhab_198;-2e-04;0;
Surfhab=Surfhab_166;-3e-04;0;
Surfhab=Surfhab_169;-2e-04;0;
CS42PR=CS42PR_74;0;0;
Surfhab=Surfhab_145;-2e-04;0;
CS42PR=CS42PR_35;-1e-04;0;
CS42PR=CS42PR_11;-2e-04;0;
Surfhab=Surfhab_82;-1e-04;0;
CONFORT.MOY=CONFORT.MOY_1;-2e-04;0;
CS42PR=CS42PR_42;-1e-04;0;
decile.uc=decile.uc_3;0;0;
DECTYPO_2010=DECTYPO_2010_D0_3;0;0;
DECTYPO_2017=DECTYPO_2017_D0_3;0;0;
CATAEU=CATAEU_111;0;0;
Surfhab=Surfhab_78;-1e-04;0;
Surfhab=Surfhab_307;-4e-04;0;
CS42PR=CS42PR_48;-1e-04;0;
TAU=TAU_99;-3e-04;0;
CATAEU=CATAEU_999;-5e-04;0;
AGEPR=AGEPR_78;-1e-04;0;
Surfhab=Surfhab_67;-1e-04;0;
CS42PR=CS42PR_12;-2e-04;0;
TUU=TUU_0;0;0;
CS42PR=CS42PR_34;-1e-04;0;
decile.uc=decile.uc_8;0;0;
DECTYPO_2010=DECTYPO_2010_D0_8;0;0;
DECTYPO_2017=DECTYPO_2017_D0_8;0;0;
vehic=vehic_2;0;0;
CONFORT8=CONFORT8_0;-2e-04;0;
CONFORT4=CONFORT4_0;0;0;
CS42PR=CS42PR_21;-1e-04;0;
Stalog=Stalog_5;-1e-04;0;
TYPMEN5=TYPMEN5_3;-1e-04;0;
Surfhab=Surfhab_88;-2e-04;0;
Surfhab=Surfhab_92;-1e-04;0;
typo.2.4.2017=typo.2.4.2017_1;0;0;
CS42PR=CS42PR_63;-1e-04;0;
TYPLOG=TYPLOG_5;-1e-04;0;
NACTIFS=NACTIFS_3;-2e-04;0;
AGEPR=AGEPR_86;-1e-04;0;
AGEPR=AGEPR_34;-1e-04;0;
Surfhab=Surfhab_118;-2e-04;0;
TYPMEN5=TYPMEN5_1;-1e-04;0;
Surfhab=Surfhab_61;-4e-04;0;
Surfhab=Surfhab_69;-3e-04;0;
Surfhab=Surfhab_76;-3e-04;0;
AGEPR=AGEPR_52;0;0;
Surfhab=Surfhab_190;-3e-04;0;
Surfhab=Surfhab_52;-2e-04;0;
NENFACT=NENFACT_2;-6e-04;0;
Surfhab=Surfhab_103;-4e-04;0;
pauvrete.60=pauvrete.60_0;0;0;
AGEPR=AGEPR_40;-1e-04;0;
AGEPR=AGEPR_85;-2e-04;0;
Surfhab=Surfhab_97;-4e-04;0;
Htl=Htl_2;-2e-04;0;
NENFACT=NENFACT_0;-4e-04;0;
CONFORT7=CONFORT7_0;0;0;
CONFORT5=CONFORT5_0;0;0;
typo2010.acp.2017=typo2010.acp.2017_3;0;0;
AGEPR=AGEPR_75;-2e-04;0;
Surfhab=Surfhab_18;-4e-04;0;
TUU=TUU_6;-1e-04;0;
CSP8PR=CSP8PR_6;-1e-04;0;
TYPLOG=TYPLOG_1;-1e-04;0;
Surfhab=Surfhab_170;-3e-04;0;
Htl=Htl_1;-1e-04;0;
CS42PR=CS42PR_67;-2e-04;0;
AGEPR=AGEPR_36;-1e-04;0;
decile.uc=decile.uc_5;-1e-04;0;
DECTYPO_2010=DECTYPO_2010_D0_5;-1e-04;0;
DECTYPO_2017=DECTYPO_2017_D0_5;-1e-04;0;
CS42PR=CS42PR_46;-1e-04;0;
Contfin=Contfin_9;-1e-04;0;
SEXEPR=SEXEPR_1;0;0;
CONFORT3=CONFORT3_0;-1e-04;0;
Surfhab=Surfhab_116;-5e-04;0;
TYPVOIS=TYPVOIS_3;0;0;
AGEPR=AGEPR_24;-2e-04;0;
CSP8PR=CSP8PR_4;-1e-04;0;
NENFACT=NENFACT_1;-5e-04;0;
TUU=TUU_2;-1e-04;0;
Surfhab=Surfhab_56;-4e-04;0;
CSP8PR=CSP8PR_7;-1e-04;0;
AGEPR=AGEPR_71;-2e-04;0;
QNIVIE2=QNIVIE2_4;-1e-04;0;
typo.2.4.2017=typo.2.4.2017_3;-1e-04;0;
Htl=Htl_8;-3e-04;0;
CATAEU=CATAEU_300;-2e-04;0;
AGEPR=AGEPR_45;-1e-04;0;
Surfhab=Surfhab_34;-6e-04;0;
Surfhab=Surfhab_84;-4e-04;0;
AGEPR=AGEPR_59;-2e-04;0;
Surfhab=Surfhab_68;-3e-04;0;
Surfhab=Surfhab_19;-7e-04;0;
AGEPR=AGEPR_43;-2e-04;0;
Surfhab=Surfhab_130;-3e-04;0;
AGEPR=AGEPR_90;-5e-04;0;
TUU=TUU_3;-2e-04;0;
Niveau=Niveau_101;-0.003;0;
Espoirb=Espoirb_101;-0.0032;0;
Espoirb=Espoirb_6;-1e-04;0;
Espoirb=Espoirb_1;-2e-04;0;
Espoira=Espoira_101;-0.0032;0;
Espoira=Espoira_12;0;0;
Contfin=Contfin_101;-0.0032;0;
Aise=Aise_101;-0.003;0;
Chomagec=Chomagec_101;-0.0029;0;
Chomagec=Chomagec_5;-2e-04;0;
Chomageb=Chomageb_101;-0.0027;0;
Chomageb=Chomageb_9;-0.0013;0;
Chomagea=Chomagea_101;-0.0031;0;
Varif=Varif_101;-0.003;0;
Varic=Varic_101;-0.0031;0;
Varib=Varib_101;-0.0029;0;
Varib=Varib_6;0;0;
